User_ID,Transaction_ID,Timestamp,Location,Transaction_Amount,Category,Device_Type,Status
1014,T100089,2023-03-03 02:45:00,Delhi,1538.64,Clothing,Mobile,Success
1071,T100090,2023-02-08 09:04:00,Hyderabad,2548.22,Food,Desktop,Success
1077,T100091,2023-01-13 01:33:00,Delhi,2346.98,Utilities,Mobile,Success
1086,T100092,2023-01-07 21:39:00,Delhi,3004.77,Utilities,Mobile,Failed
1061,T100093,2023-03-05 06:49:00,Chennai,2390.73,Travel,Tablet,Success
1039,T100094,2023-02-17 00:06:00,Delhi,1519.56,Clothing,Mobile,Success
1084,T100095,2023-01-23 14:19:00,Delhi,2265.18,Utilities,Mobile,Success
1079,T100096,2023-03-03 22:45:00,Bangalore,2494.01,Travel,Mobile,Success
1081,T100097,2023-03-01 12:57:00,Hyderabad,2519.74,Food,Tablet,Success
1052,T100098,2023-01-15 06:41:00,Bangalore,1611.58,Clothing,Mobile,Failed
1023,T100099,2023-02-19 12:38:00,Delhi,1551.83,Clothing,Tablet,Success
1025,T100100,2023-02-07 18:21:00,Chennai,1430.18,Electronics,Desktop,Success
1088,T100101,2023-01-24 13:36:00,Bangalore,2802.37,Food,Tablet,Success
1059,T100102,2023-02-14 06:56:00,Bangalore,2311.44,Clothing,Mobile,Success
1040,T100103,2023-02-26 02:34:00,Mumbai,1589.39,Travel,Desktop,Success
1028,T100104,2023-01-25 20:37:00,Delhi,2063.59,Utilities,Mobile,Success
1014,T100105,2023-02-13 03:22:00,Chennai,1938.16,Food,Tablet,Success
1044,T100106,2023-02-21 06:18:00,Bangalore,1513.71,Food,Desktop,Success
1064,T100107,2023-01-29 04:05:00,Bangalore,2018.09,Clothing,Desktop,Success
1088,T100108,2023-01-13 19:53:00,Chennai,2095.35,Clothing,Desktop,Success
1070,T100109,2023-02-14 15:36:00,Delhi,2965.63,Clothing,Mobile,Success
1008,T100110,2023-03-11 01:50:00,Mumbai,1672.16,Travel,Desktop,Failed
1087,T100111,2023-01-01 18:19:00,Bangalore,1145.3,Electronics,Desktop,Success
1000,T100112,2023-01-12 15:29:00,Mumbai,1475.52,Clothing,Desktop,Success
1007,T100113,2023-03-10 17:58:00,Hyderabad,1553.68,Electronics,Desktop,Failed
1087,T100114,2023-03-06 07:02:00,Delhi,1786.54,Electronics,Tablet,Success
1062,T100115,2023-03-07 08:16:00,Hyderabad,1476.75,Food,Mobile,Success
1010,T100116,2023-03-08 04:10:00,Hyderabad,2411.06,Utilities,Mobile,Success
1080,T100117,2023-02-23 17:01:00,Hyderabad,1441.98,Utilities,Desktop,Success
1007,T100118,2023-01-05 04:52:00,Delhi,2010.01,Travel,Tablet,Success
1034,T100119,2023-03-06 02:25:00,Delhi,3000.1,Travel,Desktop,Success
1034,T100120,2023-01-19 21:50:00,Chennai,2276.78,Utilities,Mobile,Failed
1032,T100121,2023-03-07 10:25:00,Mumbai,2225.38,Utilities,Mobile,Success
1004,T100122,2023-01-18 18:12:00,Mumbai,2928.66,Food,Mobile,Success
1040,T100123,2023-03-01 06:01:00,Chennai,2622.82,Food,Desktop,Success
1027,T100124,2023-03-11 04:13:00,Chennai,2282.56,Utilities,Desktop,Success
1006,T100125,2023-03-05 02:14:00,Hyderabad,1844.64,Clothing,Tablet,Success
1072,T100126,2023-02-07 09:27:00,Chennai,1988.66,Clothing,Tablet,Success
1071,T100127,2023-02-18 14:06:00,Bangalore,1964.35,Food,Mobile,Success
1011,T100128,2023-01-21 23:41:00,Mumbai,1799.29,Electronics,Mobile,Success
1033,T100129,2023-02-13 02:03:00,Chennai,2106.02,Utilities,Tablet,Success
1032,T100130,2023-02-19 07:43:00,Bangalore,2175.37,Travel,Mobile,Success
1047,T100131,2023-01-02 00:14:00,Bangalore,1377.69,Clothing,Tablet,Success
1022,T100132,2023-01-22 07:49:00,Bangalore,2816.02,Electronics,Desktop,Failed
1061,T100133,2023-03-07 22:51:00,Bangalore,2204.9,Clothing,Mobile,Success
1087,T100134,2023-03-07 17:48:00,Hyderabad,1868.61,Electronics,Mobile,Success
1036,T100135,2023-01-23 15:16:00,Bangalore,2110.59,Utilities,Tablet,Success
1098,T100136,2023-01-08 15:10:00,Hyderabad,2465.18,Utilities,Desktop,Failed
1043,T100137,2023-01-21 13:36:00,Hyderabad,1266.66,Utilities,Mobile,Success
1085,T100138,2023-01-31 20:36:00,Bangalore,1947.47,Food,Mobile,Success
1090,T100139,2023-02-03 11:34:00,Mumbai,1407.07,Electronics,Tablet,Success
1034,T100140,2023-03-08 07:55:00,Bangalore,3328.5,Travel,Desktop,Success
1064,T100141,2023-01-08 17:20:00,Bangalore,2069.09,Travel,Tablet,Success
1098,T100142,2023-01-27 21:12:00,Bangalore,1411.13,Utilities,Desktop,Success
1046,T100143,2023-02-19 20:23:00,Mumbai,3799.73,Travel,Desktop,Success
1077,T100144,2023-02-20 21:37:00,Delhi,1731.99,Clothing,Tablet,Success
1002,T100145,2023-01-19 11:39:00,Delhi,1895.46,Electronics,Tablet,Success
1000,T100146,2023-03-10 01:07:00,Hyderabad,1931.6,Electronics,Desktop,Success
1004,T100147,2023-02-07 10:23:00,Hyderabad,1576.02,Electronics,Tablet,Success
1089,T100148,2023-01-25 14:49:00,Mumbai,2123.68,Clothing,Mobile,Success
1013,T100149,2023-03-10 22:12:00,Chennai,894.63,Food,Mobile,Success
1026,T100150,2023-03-04 17:13:00,Delhi,2542.95,Clothing,Mobile,Success
1008,T100151,2023-02-08 06:14:00,Hyderabad,1436.1,Electronics,Mobile,Failed
1078,T100152,2023-01-16 13:12:00,Delhi,1792.34,Electronics,Mobile,Success
1014,T100153,2023-02-04 12:41:00,Mumbai,2375.76,Electronics,Tablet,Success
1089,T100154,2023-03-11 08:04:00,Mumbai,1897.77,Travel,Desktop,Success
1041,T100155,2023-02-16 15:34:00,Chennai,1918.23,Food,Tablet,Success
1076,T100156,2023-02-17 15:45:00,Chennai,1493.96,Clothing,Mobile,Success
1050,T100157,2023-02-22 07:57:00,Mumbai,3047.82,Electronics,Mobile,Success
1062,T100158,2023-01-10 01:28:00,Hyderabad,2265.74,Utilities,Tablet,Success
1095,T100159,2023-02-24 22:37:00,Delhi,1458.61,Food,Tablet,Success
1051,T100160,2023-01-31 13:58:00,Bangalore,2089.09,Utilities,Desktop,Success
1095,T100161,2023-02-03 10:56:00,Chennai,1423.27,Food,Mobile,Success
1003,T100162,2023-01-17 02:25:00,Bangalore,2861.21,Electronics,Tablet,Success
1093,T100163,2023-02-15 10:56:00,Hyderabad,2099.82,Food,Desktop,Success
1022,T100164,2023-01-12 01:17:00,Chennai,1512.23,Food,Mobile,Success
1014,T100165,2023-01-05 16:46:00,Bangalore,2348.8,Electronics,Mobile,Success
1042,T100166,2023-01-06 04:51:00,Hyderabad,1860.96,Utilities,Mobile,Success
1028,T100167,2023-02-07 20:47:00,Delhi,1355.89,Utilities,Tablet,Success
1035,T100168,2023-03-09 14:17:00,Hyderabad,2190.52,Travel,Mobile,Success
1012,T100169,2023-01-05 10:35:00,Chennai,2176.42,Utilities,Mobile,Success
1031,T100170,2023-01-30 03:55:00,Mumbai,2568.87,Utilities,Desktop,Success
1070,T100171,2023-01-03 12:34:00,Delhi,2032.25,Food,Tablet,Success
1058,T100172,2023-02-09 03:07:00,Bangalore,2053.53,Travel,Desktop,Success
1085,T100173,2023-02-01 12:57:00,Chennai,2080.07,Electronics,Tablet,Success
1027,T100174,2023-02-26 00:38:00,Mumbai,2797.64,Electronics,Mobile,Success
1065,T100175,2023-03-04 18:31:00,Hyderabad,1844.96,Clothing,Desktop,Success
1041,T100176,2023-02-05 21:41:00,Mumbai,2234.73,Travel,Tablet,Success
1044,T100177,2023-01-29 20:04:00,Chennai,2308.37,Food,Tablet,Success
1061,T100178,2023-02-05 18:21:00,Chennai,2174.89,Clothing,Mobile,Success
1056,T100179,2023-01-04 04:11:00,Mumbai,1826.05,Clothing,Mobile,Failed
1005,T100180,2023-02-07 09:59:00,Hyderabad,2060.3,Electronics,Desktop,Failed
1027,T100181,2023-01-26 05:10:00,Mumbai,1953.17,Utilities,Desktop,Success
1027,T100182,2023-01-02 16:03:00,Chennai,2979.61,Food,Tablet,Success
1043,T100183,2023-01-06 12:09:00,Chennai,1771.12,Travel,Desktop,Success
1083,T100184,2023-02-22 09:32:00,Bangalore,1543.71,Clothing,Mobile,Success
1029,T100185,2023-02-16 01:10:00,Bangalore,1996.9,Food,Desktop,Success
1061,T100186,2023-02-13 02:09:00,Delhi,1961.65,Electronics,Desktop,Success
1074,T100187,2023-01-09 05:41:00,Chennai,2098.42,Clothing,Tablet,Failed
1091,T100188,2023-02-01 11:42:00,Bangalore,1771.28,Clothing,Mobile,Success
1088,T100189,2023-01-18 02:14:00,Mumbai,2055.19,Electronics,Tablet,Success
1061,T100190,2023-01-17 21:08:00,Hyderabad,2064.8,Electronics,Mobile,Success
1096,T100191,2023-01-24 05:43:00,Mumbai,2452.99,Electronics,Mobile,Success
1000,T100192,2023-02-27 10:27:00,Hyderabad,2046.5,Food,Tablet,Success
1026,T100193,2023-01-07 14:02:00,Bangalore,2051.24,Food,Desktop,Success
1061,T100194,2023-01-26 23:45:00,Delhi,2258.17,Food,Tablet,Success
1076,T100195,2023-01-18 09:22:00,Mumbai,2433.83,Utilities,Desktop,Success
1002,T100196,2023-01-14 14:52:00,Mumbai,1508.16,Clothing,Tablet,Success
1069,T100197,2023-01-11 00:03:00,Mumbai,1373.84,Food,Tablet,Success
1071,T100198,2023-03-01 01:26:00,Hyderabad,2847.74,Utilities,Desktop,Success
1026,T100199,2023-02-15 12:05:00,Bangalore,2352.04,Clothing,Desktop,Success
1008,T100200,2023-03-07 18:38:00,Mumbai,1890.31,Food,Desktop,Success
1061,T100201,2023-02-10 15:45:00,Mumbai,2009.85,Electronics,Tablet,Success
1036,T100202,2023-02-25 13:05:00,Delhi,1803.72,Travel,Desktop,Success
1096,T100203,2023-01-24 09:31:00,Delhi,2105.64,Food,Desktop,Success
1050,T100204,2023-02-26 22:34:00,Bangalore,1514.08,Travel,Desktop,Success
1043,T100205,2023-01-05 22:55:00,Bangalore,2420.08,Food,Mobile,Success
1023,T100206,2023-03-10 22:11:00,Chennai,2087.73,Electronics,Desktop,Success
1078,T100207,2023-01-03 02:56:00,Delhi,2105.81,Travel,Desktop,Failed
1058,T100208,2023-01-13 23:15:00,Chennai,1553.03,Utilities,Desktop,Failed
1031,T100209,2023-01-10 20:52:00,Hyderabad,2262.13,Electronics,Mobile,Success
1095,T100210,2023-01-09 03:51:00,Chennai,1564.51,Travel,Mobile,Success
1087,T100211,2023-01-03 03:45:00,Mumbai,1653.92,Travel,Desktop,Success
1051,T100212,2023-01-23 19:23:00,Chennai,2043.81,Electronics,Desktop,Success
1061,T100213,2023-03-01 12:40:00,Bangalore,3253.67,Electronics,Desktop,Success
1057,T100214,2023-01-03 14:17:00,Hyderabad,2085.73,Electronics,Desktop,Success
1051,T100215,2023-02-28 10:01:00,Mumbai,715.6,Clothing,Mobile,Success
1011,T100216,2023-03-03 14:48:00,Chennai,1678.75,Utilities,Desktop,Success
1038,T100217,2023-02-18 21:58:00,Hyderabad,2341.86,Food,Mobile,Success
1001,T100218,2023-01-25 03:53:00,Hyderabad,1435.77,Travel,Tablet,Success
1002,T100219,2023-02-20 01:27:00,Mumbai,2415.55,Food,Mobile,Success
1055,T100220,2023-01-09 14:06:00,Chennai,2079.41,Electronics,Tablet,Success
1080,T100221,2023-01-14 07:59:00,Hyderabad,2495.66,Utilities,Mobile,Failed
1058,T100222,2023-03-03 09:15:00,Hyderabad,1720.57,Utilities,Mobile,Success
1001,T100223,2023-02-15 11:05:00,Delhi,1681.61,Clothing,Mobile,Success
1001,T100224,2023-01-13 05:40:00,Hyderabad,2282.49,Electronics,Desktop,Failed
1091,T100225,2023-01-14 02:57:00,Delhi,1996.24,Travel,Mobile,Success
1053,T100226,2023-02-09 01:25:00,Chennai,1965.99,Clothing,Desktop,Success
1086,T100227,2023-03-06 04:11:00,Chennai,2784.48,Electronics,Mobile,Success
1095,T100228,2023-02-08 16:01:00,Chennai,2302.07,Clothing,Mobile,Success
1096,T100229,2023-02-28 08:32:00,Bangalore,1005.04,Food,Tablet,Success
1000,T100230,2023-01-06 06:35:00,Chennai,2399.53,Electronics,Mobile,Failed
1018,T100231,2023-01-20 09:37:00,Hyderabad,2349.48,Travel,Desktop,Success
1001,T100232,2023-01-11 07:39:00,Mumbai,2592.46,Travel,Tablet,Success
1052,T100233,2023-02-02 02:40:00,Delhi,1530.15,Electronics,Tablet,Success
1043,T100234,2023-01-13 05:39:00,Bangalore,2162.4,Clothing,Mobile,Success
1089,T100235,2023-01-11 21:03:00,Chennai,2055.82,Utilities,Mobile,Success
1031,T100236,2023-01-31 15:55:00,Chennai,1521.18,Electronics,Tablet,Success
1069,T100237,2023-01-06 22:38:00,Mumbai,2473.38,Travel,Desktop,Success
1031,T100238,2023-02-07 04:58:00,Mumbai,1879.23,Food,Mobile,Success
1067,T100239,2023-02-03 05:42:00,Bangalore,2576.37,Travel,Tablet,Success
1054,T100240,2023-02-23 11:26:00,Delhi,1628.57,Utilities,Desktop,Success
1074,T100241,2023-02-11 18:32:00,Chennai,1269.71,Travel,Mobile,Success
1055,T100242,2023-03-02 13:29:00,Bangalore,1878.72,Utilities,Tablet,Success
1016,T100243,2023-01-31 12:12:00,Hyderabad,2115.96,Electronics,Tablet,Success
1037,T100244,2023-02-03 11:36:00,Hyderabad,1732.9,Travel,Mobile,Success
1023,T100245,2023-01-08 08:11:00,Bangalore,467.77,Clothing,Desktop,Success
1068,T100246,2023-03-06 16:32:00,Chennai,2191.82,Clothing,Desktop,Success
1097,T100247,2023-03-04 23:41:00,Bangalore,2189.49,Travel,Tablet,Failed
1069,T100248,2023-01-08 07:56:00,Chennai,2343.58,Travel,Desktop,Success
1085,T100249,2023-01-12 15:14:00,Mumbai,1809.75,Food,Tablet,Success
1010,T100250,2023-01-01 22:49:00,Bangalore,1782.47,Travel,Mobile,Success
1015,T100251,2023-02-09 19:35:00,Chennai,2720.16,Food,Desktop,Success
1096,T100252,2023-02-17 13:46:00,Bangalore,1212.3,Food,Mobile,Failed
1072,T100253,2023-02-16 03:45:00,Bangalore,1876.44,Food,Tablet,Success
1058,T100254,2023-01-08 00:50:00,Chennai,2071.15,Food,Mobile,Success
1069,T100255,2023-01-13 04:35:00,Chennai,2303.01,Electronics,Desktop,Success
1079,T100256,2023-02-18 14:34:00,Delhi,2084.88,Clothing,Mobile,Success
1092,T100257,2023-03-07 10:08:00,Bangalore,1539.0,Food,Desktop,Success
1002,T100258,2023-01-25 18:40:00,Hyderabad,2583.81,Clothing,Desktop,Success
1019,T100259,2023-01-02 10:19:00,Bangalore,2000.95,Food,Desktop,Success
1058,T100260,2023-01-24 01:05:00,Bangalore,1166.0,Clothing,Desktop,Success
1035,T100261,2023-01-05 08:48:00,Chennai,2104.59,Travel,Desktop,Success
1018,T100262,2023-02-07 00:33:00,Bangalore,2237.64,Travel,Tablet,Success
1089,T100263,2023-02-21 06:16:00,Bangalore,2980.37,Clothing,Mobile,Success
1066,T100264,2023-02-08 13:06:00,Hyderabad,2204.38,Food,Tablet,Success
1018,T100265,2023-02-14 06:39:00,Chennai,1258.99,Electronics,Mobile,Success
1019,T100266,2023-02-07 16:34:00,Bangalore,1276.55,Clothing,Mobile,Success
1095,T100267,2023-01-26 07:03:00,Mumbai,2629.35,Utilities,Mobile,Success
1070,T100268,2023-01-10 10:17:00,Delhi,1598.6,Electronics,Tablet,Success
1051,T100269,2023-02-09 04:33:00,Hyderabad,1225.21,Utilities,Desktop,Success
1032,T100270,2023-01-25 19:04:00,Bangalore,2500.26,Clothing,Desktop,Failed
1039,T100271,2023-01-29 09:20:00,Mumbai,1762.13,Food,Tablet,Success
1038,T100272,2023-02-08 15:54:00,Bangalore,2473.51,Utilities,Desktop,Success
1081,T100273,2023-02-19 13:43:00,Bangalore,1542.64,Clothing,Mobile,Success
1000,T100274,2023-02-13 15:28:00,Chennai,2736.91,Electronics,Desktop,Failed
1010,T100275,2023-01-06 06:34:00,Chennai,2436.03,Food,Desktop,Success
1091,T100276,2023-03-04 23:42:00,Chennai,1638.66,Utilities,Desktop,Success
1056,T100277,2023-01-13 08:40:00,Mumbai,1169.8,Clothing,Mobile,Success
1088,T100278,2023-02-18 02:31:00,Bangalore,3152.58,Food,Desktop,Success
1049,T100279,2023-01-30 09:15:00,Delhi,1894.9,Food,Desktop,Success
1022,T100280,2023-02-15 00:10:00,Hyderabad,1618.63,Travel,Desktop,Success
1030,T100281,2023-01-23 04:13:00,Chennai,2693.15,Food,Tablet,Success
1093,T100282,2023-02-07 16:03:00,Chennai,2472.88,Clothing,Tablet,Success
1041,T100283,2023-01-26 19:36:00,Bangalore,2591.4,Electronics,Desktop,Success
1098,T100284,2023-01-24 02:46:00,Bangalore,1950.75,Travel,Tablet,Success
1006,T100285,2023-02-12 01:38:00,Mumbai,2940.53,Clothing,Tablet,Failed
1015,T100286,2023-03-08 16:53:00,Mumbai,1344.69,Clothing,Mobile,Success
1089,T100287,2023-01-14 11:19:00,Chennai,1723.98,Clothing,Tablet,Success
1059,T100288,2023-01-30 01:31:00,Bangalore,2194.94,Utilities,Tablet,Failed
1001,T100289,2023-01-24 20:07:00,Delhi,2584.06,Utilities,Desktop,Failed
1000,T100290,2023-02-07 14:42:00,Hyderabad,2330.58,Electronics,Mobile,Success
1047,T100291,2023-01-24 07:41:00,Bangalore,1958.57,Clothing,Mobile,Failed
1011,T100292,2023-03-11 01:12:00,Bangalore,1762.43,Utilities,Mobile,Success
1068,T100293,2023-03-09 10:24:00,Mumbai,2586.76,Utilities,Tablet,Success
1036,T100294,2023-01-18 15:30:00,Hyderabad,2382.2,Utilities,Desktop,Success
1031,T100295,2023-02-26 17:26:00,Chennai,1562.74,Electronics,Mobile,Success
1008,T100296,2023-02-21 06:07:00,Bangalore,1547.87,Electronics,Mobile,Success
1098,T100297,2023-01-01 16:03:00,Chennai,1727.26,Clothing,Tablet,Success
1018,T100298,2023-01-05 01:06:00,Bangalore,1663.12,Travel,Mobile,Success
1047,T100299,2023-03-09 15:55:00,Chennai,2514.92,Clothing,Desktop,Success
1079,T100300,2023-01-12 21:59:00,Hyderabad,2217.87,Utilities,Mobile,Success
1002,T100301,2023-02-16 01:51:00,Mumbai,2278.89,Utilities,Desktop,Success
1019,T100302,2023-01-01 22:53:00,Hyderabad,2095.83,Food,Desktop,Success
1023,T100303,2023-01-30 21:13:00,Delhi,2119.39,Clothing,Desktop,Success
1053,T100304,2023-01-03 08:56:00,Mumbai,1209.09,Utilities,Tablet,Success
1032,T100305,2023-02-06 22:49:00,Hyderabad,2397.09,Utilities,Tablet,Success
1023,T100306,2023-02-14 03:24:00,Delhi,1718.26,Travel,Desktop,Success
1074,T100307,2023-03-01 09:21:00,Bangalore,1983.42,Food,Desktop,Success
1071,T100308,2023-01-04 12:36:00,Bangalore,1763.41,Clothing,Mobile,Success
1035,T100309,2023-01-19 19:32:00,Chennai,2072.94,Electronics,Mobile,Failed
1037,T100310,2023-01-25 13:59:00,Mumbai,2286.55,Clothing,Mobile,Success
1083,T100311,2023-02-09 02:19:00,Bangalore,1495.57,Clothing,Tablet,Success
1098,T100312,2023-03-05 02:11:00,Mumbai,2126.37,Travel,Mobile,Success
1088,T100313,2023-02-01 19:26:00,Bangalore,1775.5,Clothing,Desktop,Success
1098,T100314,2023-03-04 08:50:00,Chennai,2660.73,Travel,Desktop,Failed
1024,T100315,2023-02-07 19:18:00,Hyderabad,1442.69,Travel,Tablet,Success
1092,T100316,2023-01-31 18:24:00,Chennai,1498.74,Utilities,Tablet,Success
1017,T100317,2023-01-19 00:15:00,Delhi,1820.21,Electronics,Mobile,Success
1081,T100318,2023-01-06 20:08:00,Bangalore,1537.18,Travel,Tablet,Success
1065,T100319,2023-03-11 07:09:00,Delhi,1887.81,Food,Desktop,Success
1053,T100320,2023-01-01 03:34:00,Delhi,1736.06,Food,Desktop,Success
